Season,Rk,Player,Player ID,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,304,Calvin Booth,1916,C,25,SEA,15,279,11.9,0.502,0,0.293,8.6,14.1,11.4,8.6,1.2,3.5,14.7,18.1,0.2,0.3,0.5,0.082,-2.7,0.5,-2.2,0
2000,192,Calvin Booth,1916,C,24,TOT,55,933,16.1,0.512,0,0.31,9.5,21.1,15.2,7.4,1.6,8.5,15.6,16.3,0.6,1.4,2.1,0.106,-2.6,4.1,1.5,0.8
2014,450,Cameron Bairstow,203946,PF,24,CHI,18,64,2.1,0.309,0,0.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,-0.1,0,-0.1,-0.048,-6.7,-1,-7.7,-0.1
2014,178,Carl Landry,201171,PF,31,SAC,70,1192,14.9,0.578,0,0.407,9.8,15.5,12.8,3.6,0.6,1.1,11,18.1,2.3,0.5,2.8,0.112,-1,-2.6,-3.6,-0.5
2013,348,Carl Landry,201171,PF,30,SAC,18,233,11.2,0.563,0,0.283,7.2,20.6,13.8,3.4,0.7,0.3,11.8,14.5,0.3,0.1,0.4,0.088,-3,-1.9,-4.9,-0.2
2012,54,Carl Landry,201171,PF,29,GSW,81,1876,17.5,0.605,0.005,0.453,10.9,17.3,14.2,5.6,0.9,1.3,13.7,20,4.3,1.9,6.2,0.159,0,-0.7,-0.7,0.6
2011,141,Carl Landry,201171,PF,28,NOH,41,999,18.2,0.577,0.008,0.508,9.4,15.9,12.8,7.1,0.7,1,12.6,24,2.2,0.7,2.9,0.139,0.2,-1.9,-1.8,0.1
2010,119,Carl Landry,201171,PF,27,TOT,76,2008,14.8,0.555,0.006,0.419,9.3,10.8,10,5.2,1,1.2,11.8,20.5,2.8,1.3,4.1,0.098,-0.8,-1.2,-2,0
2009,35,Carl Landry,201171,PF,26,TOT,80,2469,19,0.6,0.003,0.459,8.5,13.4,10.9,4.6,1.1,1.9,10.8,22.5,5.8,1.9,7.7,0.15,0.4,-1.1,-0.7,0.8
2008,65,Carl Landry,201171,PF,25,HOU,69,1467,17.7,0.634,0.007,0.462,10.3,16.7,13.6,4.6,0.9,1.5,11.9,18.1,3.7,2.2,5.9,0.193,0.2,0.2,0.4,0.9
2007,138,Carl Landry,201171,PF,24,HOU,42,711,21.4,0.641,0.005,0.498,15.5,17.3,16.4,5.2,1.3,0.7,8.9,18.8,2.5,1.2,3.7,0.251,2.1,-0.3,1.8,0.7
2011,424,Carldell Johnson,201291,PG,29,NOH,15,119,8.9,0.372,0.429,0.086,1,7.9,4.5,29.4,3.7,0,16.2,17.2,-0.1,0.1,0,-0.003,-3.2,-1.3,-4.5,-0.1
2010,235,Carlos Arroyo,2306,PG,31,TOT,64,1185,9,0.528,0.253,0.172,2.2,7.9,5.2,15.8,0.9,0.1,17,14,0.5,1.1,1.7,0.068,-2.1,-1,-3.1,-0.3
2009,135,Carlos Arroyo,2306,PG,30,MIA,72,1585,12.3,0.529,0.067,0.24,1.9,7.7,4.8,22.2,1.2,0.3,11.5,13.9,2.2,1.5,3.7,0.113,-1.2,-0.8,-2,0
2007,178,Carlos Arroyo,2306,PG,28,ORL,62,1269,12.8,0.547,0.241,0.293,0.9,9,5.1,26.6,1.1,0.1,16.4,17,1.7,1.1,2.8,0.107,-0.8,-1.4,-2.2,-0.1
2006,193,Carlos Arroyo,2306,PG,27,ORL,72,1304,14.4,0.501,0.107,0.347,3,9.5,6.3,27.1,1.6,0.1,14,22.8,1.2,1.3,2.5,0.094,-0.4,-1.6,-2,0
2005,173,Carlos Arroyo,2306,PG-SG,26,TOT,77,1194,15.6,0.512,0.053,0.362,3.3,9.8,6.6,31.6,1.7,0.2,15.9,20.7,1.6,1.1,2.7,0.107,-0.6,-1.7,-2.3,-0.1
2004,257,Carlos Arroyo,2306,PG,25,TOT,70,1448,11.3,0.466,0.07,0.347,2.1,6.5,4.3,32.3,1.7,0.2,17.8,19.3,0.3,1,1.3,0.043,-2.3,-2.5,-4.8,-1
2003,102,Carlos Arroyo,2306,PG,24,UTA,71,2008,16.8,0.517,0.152,0.293,2.5,9,5.7,34.6,1.7,0.2,15.2,23.7,3.5,1.2,4.7,0.112,2.2,-2.5,-0.3,0.9
2002,308,Carlos Arroyo,2306,PG,23,UTA,44,287,14.1,0.51,0.064,0.202,4.8,6.1,5.5,33.1,2.2,0.3,20.2,23.8,0.1,0.2,0.3,0.057,-0.9,-2.8,-3.7,-0.1
2001,317,Carlos Arroyo,2306,PG,22,TOT,37,371,12.4,0.467,0.018,0.162,3.5,9,6.2,31.2,1.6,0.2,16.2,17.2,0.2,0.1,0.4,0.047,-2.3,-2.4,-4.8,-0.3
2014,213,Carlos Boozer,2430,PF,33,LAL,71,1692,16.4,0.517,0,0.202,7,25.2,15.7,10.3,1.2,0.6,10.2,23.7,1.2,1,2.2,0.062,-1.8,-1.5,-3.3,-0.6
2013,142,Carlos Boozer,2430,PF,32,CHI,76,2141,14.4,0.489,0.002,0.197,7.4,25.9,16.8,10.9,1.3,0.8,12.6,26.3,-0.9,4.3,3.4,0.076,-4,0.6,-3.4,-0.7
2012,68,Carlos Boozer,2430,PF,31,CHI,79,2546,17.1,0.51,0.002,0.232,7.8,27.2,17.4,13.4,1.4,0.8,12.3,25.8,1.4,4.3,5.7,0.108,-1.5,0.9,-0.6,0.9
2011,17,Carlos Boozer,2430,PF,30,CHI,66,1948,19.7,0.549,0.001,0.163,6.7,25.3,16.1,11.8,1.7,0.9,11.3,23.8,3.3,4.3,7.6,0.187,0.3,1.7,2,2
2010,74,Carlos Boozer,2430,C,29,CHI,59,1882,18.8,0.542,0,0.289,8.3,26.3,17.6,14.3,1.3,0.7,13.5,26.9,1.9,3.9,5.8,0.149,-0.7,1.4,0.7,1.3
2009,14,Carlos Boozer,2430,PF,28,UTA,78,2673,21.3,0.599,0,0.35,8.2,29.9,19.4,15.8,1.6,1.1,14.3,24.8,5.3,4.6,9.9,0.178,1.5,2,3.5,3.7
2008,190,Carlos Boozer,2430,PF,27,UTA,37,1197,17.2,0.523,0,0.271,11.1,27.3,19.2,11.4,1.7,0.5,12.1,24.4,0.9,1.7,2.6,0.105,-0.7,0.6,-0.1,0.6
2007,15,Carlos Boozer,2430,PF,26,UTA,81,2827,21.9,0.581,0.001,0.303,8.6,27.7,18.2,14.2,1.8,1.2,12.5,26.6,5.9,4.3,10.2,0.173,1.9,1.3,3.2,3.7
2006,18,Carlos Boozer,2430,PF,25,UTA,74,2557,24.1,0.588,0,0.322,11.2,29.9,20.6,16.6,1.4,0.7,12.8,26.5,6.5,3.4,9.9,0.185,3.4,1.2,4.6,4.3
2005,145,Carlos Boozer,2430,PF,24,UTA,33,1025,21.4,0.585,0,0.343,8.6,25.3,16.9,18,1.6,0.6,13.1,23.9,2.2,1.3,3.5,0.162,2.2,0.4,2.6,1.2
2004,125,Carlos Boozer,2430,PF,23,UTA,51,1772,19.2,0.56,0.001,0.387,9.6,22.7,16,15.9,1.3,1.1,14.5,24.6,2.7,1.4,4.1,0.111,1.8,0.3,2.1,1.8
2003,18,Carlos Boozer,2430,PF,22,CLE,75,2592,20.8,0.567,0.007,0.317,9.8,26.8,18.3,10.3,1.5,1.5,11.6,20,6.1,3.4,9.4,0.174,1.6,0.7,2.3,2.8
2002,71,Carlos Boozer,2430,PF,21,CLE,81,2049,17.9,0.577,0.002,0.311,10.8,22.7,16.6,9.3,1.5,1.7,12.8,17.1,4.2,1.8,5.9,0.139,0.3,-0.1,0.2,1.1
2012,147,Carlos Delfino,2568,SF,30,HOU,67,1689,13.3,0.549,0.679,0.09,1.2,13.4,7.4,12.5,2,0.4,10,18.6,2,1.5,3.5,0.101,1.7,-0.6,1.2,1.3
2011,162,Carlos Delfino,2568,SF,29,MIL,54,1537,11.7,0.515,0.528,0.106,1.4,13.9,7.5,11.9,2.6,0.5,12.2,15.5,0.8,1.6,2.4,0.075,0.1,0.6,0.7,1.1
2010,141,Carlos Delfino,2568,SF,28,MIL,49,1590,13.1,0.517,0.554,0.146,1.7,13.2,7.3,12.1,2.6,0.4,9.5,17.7,0.9,2.6,3.5,0.105,0.5,1.5,2.1,1.6
2009,97,Carlos Delfino,2568,SF,27,MIL,75,2279,12.9,0.526,0.499,0.163,2.4,18,9.8,14,1.8,0.7,13.2,18,1.1,3.7,4.8,0.101,-0.1,1.8,1.6,2.1
2007,127,Carlos Delfino,2568,SG,25,TOR,82,1928,13.6,0.527,0.497,0.247,4,18.1,11,11.3,1.9,0.5,9.7,19,1.7,2.3,4,0.1,0.9,0.4,1.3,1.6
2006,169,Carlos Delfino,2568,SG,24,DET,82,1372,12.8,0.515,0.367,0.237,5.8,17.2,11.5,10.2,1.8,0.5,12.8,16.5,1,1.9,2.9,0.101,-0.7,0.4,-0.4,0.6
2005,271,Carlos Delfino,2568,SG,23,DET,68,726,10.6,0.483,0.265,0.296,4.5,14.1,9.3,9.7,1.6,1.5,12.4,19.1,0,1,1,0.067,-2.9,-0.1,-3.1,-0.2
2004,314,Carlos Delfino,2568,SG,22,DET,30,459,8.6,0.431,0.299,0.342,3.3,10.6,7,13.3,2.6,1,14.6,16.1,-0.3,0.8,0.5,0.048,-3.5,1.2,-2.3,0
2001,311,Carlos Rogers,435,C,30,IND,22,168,15.3,0.574,0.14,0.442,9.6,15.7,12.8,3,1.6,2.5,8.9,15.2,0.3,0.2,0.5,0.14,-1,-0.6,-1.5,0
2000,202,Carlos Rogers,435,C,29,HOU,39,544,18.1,0.674,0.009,0.473,10.5,18.9,14.8,2.7,1,2.3,11.3,12.7,1.5,0.5,2,0.18,0.5,-0.6,-0.2,0.3
2014,169,Carmelo Anthony,2546,SF,30,NYK,40,1428,21.5,0.531,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,2.2,0.6,2.9,0.097,3.5,-2.2,1.4,1.2
2013,13,Carmelo Anthony,2546,PF,29,NYK,77,2982,24.4,0.561,0.253,0.329,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,8.1,2.5,10.7,0.172,4.6,-1,3.6,4.2
2012,14,Carmelo Anthony,2546,PF,28,NYK,67,2482,24.8,0.56,0.278,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,7.5,2,9.5,0.184,4.7,-2.3,2.4,2.8
2011,35,Carmelo Anthony,2546,SF,27,NYK,55,1876,21.1,0.525,0.198,0.358,5.4,15.9,10.6,21,1.7,1,10.8,31.8,3.7,2.6,6.2,0.16,2.9,0,2.9,2.3
2010,30,Carmelo Anthony,2546,SF,26,TOT,77,2751,21.7,0.557,0.167,0.403,5,18.3,11.8,14.7,1.2,1.3,10.4,32,5.4,2.5,7.9,0.138,1.8,-1.3,0.5,1.8
2009,31,Carmelo Anthony,2546,SF,25,DEN,69,2634,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,5.6,2.4,7.9,0.145,2.7,-1.3,1.4,2.3
2008,93,Carmelo Anthony,2546,SF,24,DEN,66,2277,19,0.532,0.141,0.388,5.6,17,11.5,18.1,1.7,0.8,12.3,31.5,2.4,2.6,5,0.105,0.8,-0.5,0.3,1.3
2007,35,Carmelo Anthony,2546,SF,23,DEN,77,2806,21.1,0.568,0.111,0.398,7,14.9,11,16.1,1.7,1,12.7,30.2,5.2,3,8.2,0.14,2.2,-0.6,1.6,2.6
2006,40,Carmelo Anthony,2546,SF,22,DEN,65,2486,22.1,0.552,0.103,0.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,5.2,2.1,7.3,0.14,3.1,-1.1,2,2.5
2005,24,Carmelo Anthony,2546,SF,21,DEN,80,2941,22,0.563,0.097,0.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32,6.8,2.6,9.4,0.153,3,-1.6,1.5,2.6
2004,91,Carmelo Anthony,2546,SF,20,DEN,75,2608,16.7,0.526,0.128,0.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,2.3,2.6,4.9,0.09,0.1,-1.3,-1.2,0.5
2003,67,Carmelo Anthony,2546,SF,19,DEN,82,2995,17.6,0.509,0.146,0.358,6.8,12.1,9.4,13.8,1.7,1,12.7,28.5,3.7,2.4,6.1,0.098,1.2,-1.2,0.1,1.6
2014,203,Caron Butler,2406,SF,34,DET,78,1623,9.3,0.544,0.553,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,1.3,1,2.4,0.07,-1,-0.5,-1.5,0.2
2013,231,Caron Butler,2406,SF,33,TOT,56,1419,12.2,0.512,0.461,0.139,1.7,16.8,9.2,9.6,1.7,1,9.5,20.1,0.6,1.2,1.8,0.062,-0.7,-1.4,-2.1,0
2012,143,Caron Butler,2406,SF,32,LAC,78,1879,12.4,0.535,0.458,0.125,2.6,11.4,7.1,6.5,1.4,0.5,8.7,20.2,1.9,1.6,3.6,0.091,0.3,-1.9,-1.6,0.2
2011,170,Caron Butler,2406,SF,31,LAC,63,1871,11.7,0.501,0.365,0.152,2.8,12,7.3,6.8,1.5,0.4,9.3,20.4,1.2,1.1,2.3,0.059,-0.7,-1.5,-2.2,-0.1
2010,268,Caron Butler,2406,SF,30,DAL,29,867,14.2,0.523,0.172,0.233,3.1,12.5,8,9.1,1.7,0.7,10.5,25.1,0.2,1,1.2,0.067,-1.4,0,-1.4,0.1
2009,148,Caron Butler,2406,SF-SG,29,TOT,74,2783,13.7,0.507,0.138,0.3,4.3,14.9,9.5,9.2,2.2,0.7,11.9,22.1,0.6,2.9,3.5,0.061,-1.1,0.4,-0.6,1
2008,113,Caron Butler,2406,SG,28,WAS,67,2585,18.8,0.552,0.194,0.371,5.2,13.8,9.4,19.7,2.2,0.6,14.3,25.9,3.4,1.1,4.5,0.083,2.6,-0.8,1.8,2.5
2007,53,Caron Butler,2406,SF,27,WAS,58,2314,20.7,0.558,0.196,0.278,4.6,15.4,9.8,21.9,3,0.7,12.4,24,4.8,2.4,7.2,0.15,3.7,1,4.7,3.9
2006,79,Caron Butler,2406,SF,26,WAS,63,2474,18.3,0.537,0.074,0.336,6.6,15.3,10.8,15.9,2.8,0.5,13.9,23.1,3.4,1.9,5.3,0.103,1.4,0.5,1.9,2.5
2005,61,Caron Butler,2406,SF,25,WAS,75,2708,17,0.535,0.11,0.306,4.8,15.6,10,12.1,2.4,0.5,12.4,23.2,3.5,2.8,6.3,0.112,0.5,0.3,0.8,1.9
2004,81,Caron Butler,2406,SF,24,LAL,77,2746,15.8,0.528,0.126,0.322,6,12.4,9.2,9.3,2.1,0.6,9.9,20.7,4.1,1.2,5.3,0.093,0.4,-0.7,-0.2,1.2
2003,196,Caron Butler,2406,SF,23,MIA,68,2030,10.7,0.44,0.067,0.279,5.2,13.6,9.4,10.8,2,0.5,11.4,18.5,-0.2,2.4,2.1,0.05,-2.8,0.7,-2.1,-0.1
2002,88,Caron Butler,2406,SF,22,MIA,78,2858,15.1,0.502,0.104,0.363,5.3,10.9,8,14.1,2.6,0.9,13.8,22.9,1.6,3.6,5.1,0.086,0.1,1.6,1.7,2.7
2013,422,Carrick Felix,203467,SG,23,CLE,7,38,13.3,0.603,0.357,0.286,2.9,15.1,8.9,18.2,0,0,20.2,23.2,0,0,0,0.057,-1.1,-3.5,-4.7,0
2014,477,Cartier Martin,201787,SF,30,DET,23,198,1.6,0.34,0.623,0,0,11.4,5.5,8,0.8,0.4,8.6,13,-0.3,0.1,-0.2,-0.053,-5.5,-1.6,-7.1,-0.3
2013,278,Cartier Martin,201787,SF,29,TOT,59,870,11,0.562,0.572,0.246,1.7,12.8,7.3,5.9,1.6,0.6,10.4,17.1,0.5,0.8,1.3,0.07,-1.2,-1.5,-2.8,-0.2
2012,319,Cartier Martin,201787,SF,28,WAS,41,694,9.7,0.511,0.579,0.111,1.7,14.3,8,4.8,1.4,0.7,10.8,19.5,-0.2,0.9,0.7,0.047,-2.2,-1.4,-3.6,-0.3
2011,297,Cartier Martin,201787,SF,27,WAS,17,391,12.8,0.555,0.56,0.142,3.4,13.4,8.4,4.2,1.5,0.4,8.4,17.8,0.5,0.2,0.7,0.09,0.9,-2.5,-1.6,0
2010,299,Cartier Martin,201787,SF,26,WAS,52,542,11.7,0.524,0.544,0.22,4.1,11.8,7.8,5.2,1.7,0.8,7.4,17.6,0.5,0.3,0.8,0.071,-0.3,-2.7,-3,-0.1
2009,376,Cartier Martin,201787,SF,25,TOT,18,390,9,0.473,0.36,0.221,7.1,12.6,9.8,6.2,1.4,0.2,11.3,18.8,-0.1,0.2,0.1,0.011,-2.1,-2.5,-4.6,-0.3
2008,324,Cartier Martin,201787,SF,24,CHA,33,266,9.2,0.489,0.429,0.325,3.3,12,7.7,8,1.6,1.2,9.3,17.2,0.1,0.3,0.4,0.07,-2.7,-0.9,-3.5,-0.1
2007,439,Casey Jacobsen,2418,SG,26,MEM,53,547,4.5,0.437,0.626,0.148,2.4,11,6.7,5.2,0.5,0.1,11.6,11.3,-0.3,0,-0.3,-0.023,-3.8,-2.2,-6.1,-0.6
2004,180,Casey Jacobsen,2418,SG-SF,23,TOT,84,1798,10.3,0.555,0.434,0.471,2.2,8.5,5.3,9.9,1,0.3,12.6,14.2,2,0.7,2.7,0.071,-0.7,-1.3,-2,0
2003,174,Casey Jacobsen,2418,SF,22,PHO,78,1828,9.6,0.57,0.5,0.308,2.6,10,6.3,8,1.4,0.4,14.3,11.8,2.1,0.5,2.6,0.068,-0.4,-0.9,-1.3,0.3
2002,246,Casey Jacobsen,2418,SF,21,PHO,72,1147,9.2,0.493,0.505,0.321,2.8,5.4,4.1,9.8,1.6,0.4,12.8,16.7,0.5,0.7,1.2,0.051,-1,-1.7,-2.7,-0.2
2013,378,Casper Ware,203810,PG,24,PHI,9,116,13,0.538,0.5,0.143,0,8.7,4.2,13.7,3.3,0,10.1,18.1,0.1,0.1,0.2,0.071,-1.1,-2.5,-3.6,0
2006,450,Cedric Bozeman,200841,SG,23,ATL,23,199,-0.1,0.312,0.333,0.154,1.8,12.3,7,6.9,1.3,0.8,17.8,11.7,-0.4,0.1,-0.3,-0.077,-7.2,-1,-8.2,-0.3
2000,242,Cedric Ceballos,76,SF,31,TOT,40,559,15.4,0.526,0.319,0.188,7.1,15,11,6.9,1.5,0.9,11.4,23.5,0.5,0.8,1.3,0.114,-0.7,-1.5,-2.2,0
2001,381,Cedric Henderson,1538,SF,26,GSW,12,70,14.4,0.528,0.129,0.226,1.5,3.1,2.3,10.5,4.4,1.9,19,25.3,-0.1,0.1,0,0.003,-2.9,-1.6,-4.5,0
2000,440,Cedric Henderson,1538,SF,25,CLE,55,961,6.2,0.416,0.031,0.176,2.3,8.5,5.4,13.2,1.6,1.7,18.2,16.2,-1.3,0.5,-0.7,-0.037,-4.8,-0.4,-5.2,-0.8
2009,427,Cedric Jackson,202132,PG,23,TOT,12,74,5.5,0.396,0.3,0.6,3.1,9.4,6.3,27.1,2.1,1.9,30.3,22.4,-0.3,0.1,-0.2,-0.111,-7.1,-0.4,-7.5,-0.1
2008,392,Cedric Simmons,200759,PF,23,TOT,18,84,10.8,0.453,0,0.64,6.9,15.1,11,3.9,0.6,3.5,5.9,18.1,0,0.1,0,0.022,-5.5,-2.1,-7.6,-0.1
2007,435,Cedric Simmons,200759,PF,22,TOT,14,87,0,0.217,0,0.714,7.6,16.2,11.8,0,1.2,4.5,24.6,12.6,-0.4,0.1,-0.2,-0.134,-12.4,-0.3,-12.6,-0.2
2006,345,Cedric Simmons,200759,PF,21,NOK,43,534,8,0.43,0,0.25,9.3,13.9,11.6,3.5,0.8,3.4,13.1,14.4,-0.3,0.5,0.3,0.025,-4.8,0.6,-4.2,-0.3
2003,422,Cezary Trybanski,2456,C,24,TOT,7,15,-12.1,0.102,0,0.5,0,7.6,3.8,0,3.6,5,29.1,21,-0.1,0,-0.1,-0.396,-18.8,1.1,-17.6,-0.1
2002,412,Cezary Trybanski,2456,C,23,MEM,15,86,-1.4,0.287,0,0.5,8,10.3,9.2,1.6,0,4.8,24.7,17,-0.4,0,-0.3,-0.186,-10.8,-1.2,-12,-0.2
2014,66,Chandler Parsons,202718,SF,26,DAL,66,2186,16.3,0.567,0.419,0.233,3.2,13,8.1,11.4,1.6,0.7,9.5,20.6,3.8,1.7,5.5,0.121,2.7,-0.2,2.5,2.5
2013,36,Chandler Parsons,202718,SF,25,HOU,74,2783,15.9,0.565,0.356,0.224,2.9,12.8,8.2,17.3,1.6,0.8,11.7,19.3,5.1,2.5,7.6,0.131,2.2,0.4,2.6,3.2
2012,41,Chandler Parsons,202718,SF,24,HOU,76,2758,15.3,0.584,0.421,0.165,3.3,13.2,8.3,15.6,1.4,0.9,12.7,18.3,4.9,2.1,7,0.121,2.4,0.4,2.7,3.3
2011,121,Chandler Parsons,202718,SF,23,HOU,63,1804,13.3,0.513,0.324,0.142,5.7,13.6,9.6,11.7,2.1,1.2,12.2,16.7,1.6,1.8,3.4,0.09,0.5,1.2,1.7,1.7
2014,223,Channing Frye,101112,PF,31,ORL,75,1870,9.5,0.546,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,0.7,1.4,2.1,0.053,-0.9,0,-0.9,0.5
2013,77,Channing Frye,101112,PF,30,PHO,82,2312,13.2,0.555,0.555,0.122,3.6,16.6,10.1,6.4,1.3,2.1,9.8,17.3,2.9,2.4,5.3,0.109,0.9,0.2,1.1,1.8
2011,105,Channing Frye,101112,PF,28,PHO,64,1669,14.9,0.519,0.429,0.134,4.8,20.6,12.8,8.3,1.3,3,8.8,19.3,1.8,1.9,3.7,0.106,0.7,1.2,1.9,1.7
2010,105,Channing Frye,101112,PF,27,PHO,77,2541,12.8,0.557,0.53,0.129,3,20.4,11.7,5.7,0.9,2.3,7.7,16.9,2.7,2.1,4.7,0.09,0.7,0.5,1.2,2
2009,57,Channing Frye,101112,C,26,PHO,81,2190,15,0.598,0.558,0.172,3.6,17.6,11,7.4,1.5,2.4,8.8,16.7,4.3,2.2,6.4,0.141,2.8,0.9,3.7,3.2
2008,283,Channing Frye,101112,PF,25,POR,63,746,10,0.465,0.124,0.135,6.7,16.7,11.6,5.3,1.3,1.7,9.3,19.7,0,0.8,0.8,0.054,-3.4,-0.8,-4.3,-0.4
2007,160,Channing Frye,101112,C,24,POR,78,1342,14.8,0.529,0.022,0.241,9.4,21.6,15.5,7.4,1.2,1.6,9.9,19.6,1.6,1.6,3.2,0.114,-1.6,0.2,-1.4,0.2
2006,292,Channing Frye,101112,PF,23,NYK,72,1896,10.5,0.464,0.026,0.157,5.8,18.9,12.4,6.2,1,1.8,12,20,-0.6,1.6,0.9,0.024,-4.3,-0.5,-4.7,-1.3
2005,146,Channing Frye,101112,C,22,NYK,65,1572,18.1,0.541,0.014,0.358,10.6,18.5,14.5,6.6,1,2.5,11.6,24.2,2.6,0.9,3.5,0.108,-0.2,-1.4,-1.6,0.2
2012,405,Charles Jenkins,202724,SG-PG,23,TOT,59,441,7.5,0.425,0.017,0.182,2,6,4,14.8,1.8,0.4,13.8,15.5,-0.3,0.3,0,-0.005,-5.4,-1.4,-6.8,-0.5
2011,319,Charles Jenkins,202724,PG,22,GSW,51,893,12.4,0.482,0.069,0.134,1,7.6,4.3,29.9,1.9,0.5,16.3,19,0.4,0.1,0.5,0.028,-2.5,-3,-5.5,-0.8
2003,366,Charles Oakley,891,PF,40,HOU,7,25,8.1,0.521,0,1,0,22.4,11.8,13.2,0,0,10.4,18.4,0,0,0.1,0.147,-4.6,-1.7,-6.3,0
2002,268,Charles Oakley,891,C,39,WAS,42,514,8.3,0.529,0,0.618,8.5,16.2,12.3,11.7,1.4,0.9,23.1,8.4,0.5,0.5,0.9,0.088,-2.3,0.9,-1.3,0.1
2001,437,Charles Oakley,891,PF,38,CHI,57,1383,6.6,0.392,0.023,0.106,5.9,23.5,14.5,12.9,1.9,0.6,24,12.1,-1.8,1.3,-0.5,-0.016,-5.4,1.8,-3.6,-0.6
2000,123,Charles Oakley,891,PF,37,TOR,78,2767,11.6,0.439,0.062,0.193,5.6,25,15.1,14.6,1.4,1.2,14,16,0.2,3.5,3.7,0.065,-2.1,2.2,0,1.4
2005,343,Charles Smith,1520,SG,30,TOT,22,210,12,0.53,0.528,0.111,1.7,7.6,4.6,7.6,1.3,2.2,5,17.9,0.2,0,0.3,0.06,0.3,-2.9,-2.6,0
2002,376,Charles Smith,1520,SG,27,POR,3,13,5.9,0.434,0.25,1,0,0,0,11.4,4.1,0,14.8,24,0,0,0,0.007,-5.6,-4.4,-10,0
2001,206,Charles Smith,1520,SG,26,SAS,60,1141,13.2,0.483,0.306,0.152,3.5,9.7,6.7,12.2,2.4,2.7,11.4,21,0.1,1.9,2,0.085,-1,1.3,0.3,0.7
2010,414,Charlie Bell,2294,SG,31,GSW,19,171,4.7,0.357,0.488,0.093,3.9,8.1,6,10.1,1.8,0.4,11.8,13.1,-0.2,0,-0.1,-0.04,-4.5,-1.9,-6.4,-0.2
2009,221,Charlie Bell,2294,SG,30,MIL,71,1611,7.9,0.486,0.451,0.151,2.1,7.5,4.7,9.8,1.3,0.6,10.3,14.8,0.1,1.9,2,0.06,-2,0.2,-1.7,0.1
2008,202,Charlie Bell,2294,SG,29,MIL,70,1783,9.8,0.525,0.458,0.153,2,7.1,4.4,13.3,1.5,0.3,12,16,0.9,1.2,2.2,0.059,-0.4,-1,-1.5,0.2
2007,239,Charlie Bell,2294,SG,28,MIL,68,1628,10.9,0.49,0.447,0.179,2.1,10.3,6,19.9,1.7,0.1,12.7,16.6,1,0.3,1.3,0.038,-0.5,-2.2,-2.7,-0.3
2006,128,Charlie Bell,2294,SG,27,MIL,82,2848,13.1,0.53,0.371,0.172,2.3,7.6,4.9,13.6,1.8,0.1,9,18.3,3.6,0.4,4,0.068,1.2,-1.9,-0.7,1
2005,152,Charlie Bell,2294,SG,26,MIL,59,1283,14.7,0.55,0.41,0.217,1.9,9.3,5.6,16.6,2.4,0.3,8.4,17.5,2.2,1.1,3.3,0.123,1.6,-0.7,0.9,0.9
2001,420,Charlie Bell,2294,SG,22,TOT,7,44,-1.8,0.337,0.545,0.182,5.1,7.7,6.4,6.4,0,0,29.6,17.2,-0.2,0,-0.2,-0.172,-8.6,-3.1,-11.7,-0.1
2014,280,Charlie Villanueva,101111,PF,30,DAL,64,678,17.4,0.534,0.61,0.097,4.8,19.3,12.1,4.7,1.1,2.6,6.9,26.7,0.6,0.7,1.4,0.096,1.2,-3.1,-1.8,0
2013,393,Charlie Villanueva,101111,PF,29,DET,20,180,12.7,0.469,0.609,0.152,3.5,17.9,10.3,5.5,1.1,2.2,6.7,25,0,0.1,0.1,0.034,-1.2,-4,-5.2,-0.1
2012,249,Charlie Villanueva,101111,PF,28,DET,69,1092,14,0.481,0.558,0.106,5.1,20.6,12.7,8.4,1.5,2.8,7.4,21.9,0.4,1.1,1.6,0.069,-0.3,-1.2,-1.5,0.1
2011,330,Charlie Villanueva,101111,PF,27,DET,13,180,16.2,0.484,0.495,0.077,5.8,26.8,15.9,6.4,2.1,2.2,6.9,26,0.1,0.3,0.4,0.096,-0.2,-2.3,-2.5,0
2010,160,Charlie Villanueva,101111,PF,26,DET,76,1666,15.9,0.553,0.456,0.164,3.5,18.8,10.8,5,1.4,2,8,23.1,2.1,1,3.1,0.091,0.9,-2.7,-1.8,0.1
2009,151,Charlie Villanueva,101111,PF,25,DET,78,1848,16,0.526,0.341,0.157,5.2,19.6,12,5.2,1.4,2.5,7.7,23.9,2.1,1.4,3.5,0.092,0.1,-2,-1.9,0.1
